"player_name","player_year","player_Rk","player_Pk","player_Tm","player_College","player_Yrs","player_G","player_MP","player_PTS","player_TRB","player_AST","player_FG","player_FT","player_WS","player_WS48","player_BPM","player_selection6","player_VORP","player_P3"
"Sean Singletary","2008 NBA Draft","42","42","SAC","Virginia","1","37","8.2","2.4","0.9","0.8",".365",".857","0.0",".006","-5.1","-0.2","-0.2",".400"
"Patrick Ewing","2008 NBA Draft","43","43","SAC","Georgetown","1","7","2.7","0.4","0.3","0.3",".000",".750","-0.1","-.158","-9.1","0.0","0.0",".000"
"Ante Tomić","2008 NBA Draft","44","44","UTA","","","","","","","","","","","","","","",""
"Goran Dragić","2008 NBA Draft","45","45","SAS","","12","817","28.0","13.9","3.1","4.8",".464",".764","54.6",".114","0.9","16.5","16.5",".363"
"Trent Plaisted","2008 NBA Draft","46","46","SEA","Brigham Young University Hawaii","","","","","","","","","","","","","",""
"Henry Walker","2008 NBA Draft","47","47","WAS","Kansas State","5","181","16.7","6.0","2.2","0.8",".446",".760","5.0",".079","-1.8","0.2","0.2",".369"
"Malik Hairston","2008 NBA Draft","48","48","PHO","Oregon","2","62","7.6","2.4","1.2","0.5",".512",".514","0.8",".086","-2.0","0.0","0.0",".167"
"Richard Hendrix","2008 NBA Draft","49","49","GSW","Alabama","","","","","","","","","","","","","",""
"DeVon Hardin","2008 NBA Draft","50","50","SEA","California","","","","","","","","","","","","","",""
"Shan Foster","2008 NBA Draft","51","51","DAL","Vanderbilt","","","","","","","","","","","","","",""
"Darnell Jackson","2008 NBA Draft","52","52","MIA","Kansas","3","138","7.5","2.2","1.5","0.2",".449",".644","1.3",".059","-5.2","-0.8","-0.8",".235"
"Tadija Dragićević","2008 NBA Draft","53","53","UTA","","","","","","","","","","","","","","",""
"Maarty Leunen","2008 NBA Draft","54","54","HOU","Oregon","","","","","","","","","","","","","",""
"Mike Taylor","2008 NBA Draft","55","55","POR","Iowa State","1","51","15.1","5.7","1.7","2.1",".412",".691","-0.4","-.028","-5.2","-0.6","-0.6",".325"
"Sasha Kaun","2008 NBA Draft","56","56","SEA","Kansas","1","25","3.8","0.9","1.0","0.1",".529",".455","0.2",".096","-2.8","0.0","0.0",""
"James Gist","2008 NBA Draft","57","57","SAS","Maryland","","","","","","","","","","","","","",""
"Joe Crawford","2008 NBA Draft","58","58","LAL","Kentucky","1","2","11.5","4.5","2.0","0.5",".300","1.000","0.0",".037","-2.7","0.0","0.0",".250"
"Deron Washington","2008 NBA Draft","59","59","DET","Virginia Tech","","","","","","","","","","","","","",""
"Semih Erden","2008 NBA Draft","60","60","BOS","","2","69","13.4","3.8","2.8","0.4",".546",".594","1.8",".094","-3.6","-0.4","-0.4",""
"Blake Griffin","2009 NBA Draft","1","1","LAC","Oklahoma","10","622","34.8","21.7","8.8","4.4",".498",".694","75.2",".167","3.8","31.9","31.9",".333"
"Hasheem Thabeet","2009 NBA Draft","2","2","MEM","UConn","5","224","10.5","2.2","2.7","0.1",".567",".578","4.8",".099","-2.7","-0.4","-0.4",""
"James Harden","2009 NBA Draft","3","3","OKC","Arizona State","11","833","34.3","25.2","5.3","6.3",".443",".858","135.0",".227","7.0","64.6","64.6",".363"
"Tyreke Evans","2009 NBA Draft","4","4","SAC","Memphis","10","594","30.7","15.7","4.6","4.8",".440",".757","28.4",".075","0.8","13.1","13.1",".323"
"Ricky Rubio","2009 NBA Draft","5","5","MIN","","9","563","30.9","11.3","4.3","7.8",".391",".841","37.2",".103","0.9","12.9","12.9",".328"
"Jonny Flynn","2009 NBA Draft","6","6","MIN","Syracuse","3","163","22.9","9.2","1.9","3.9",".400",".809","-1.1","-.015","-4.0","-1.9","-1.9",".338"
"Stephen Curry","2009 NBA Draft","7","7","GSW","Davidson","11","699","34.3","23.5","4.5","6.6",".476",".906","103.2",".207","6.4","50.7","50.7",".435"
"Jordan Hill","2009 NBA Draft","8","8","NYK","Arizona","8","409","18.8","7.9","5.8","0.8",".497",".699","16.4",".102","-2.0","0.0","0.0",".136"
"DeMar DeRozan","2009 NBA Draft","9","9","TOR","USC","11","820","34.1","20.0","4.4","3.6",".458",".829","67.5",".116","0.4","16.9","16.9",".282"
"Brandon Jennings","2009 NBA Draft","10","10","MIL","","9","555","30.3","14.1","3.0","5.7",".387",".796","29.9",".085","0.8","11.8","11.8",".345"
"Terrence Williams","2009 NBA Draft","11","11","NJN","Louisville","4","153","19.1","7.1","3.6","2.4",".412",".659","-0.2","-.004","-2.8","-0.6","-0.6",".317"
"Gerald Henderson","2009 NBA Draft","12","12","CHA","Duke","8","535","25.9","11.2","3.2","1.9",".440",".793","18.3",".063","-1.8","0.6","0.6",".327"
"Tyler Hansbrough","2009 NBA Draft","13","13","IND","UNC","7","428","16.9","6.7","4.2","0.4",".439",".738","20.2",".134","-2.0","0.0","0.0",".136"
"Earl Clark","2009 NBA Draft","14","14","PHO","Louisville","6","261","13.9","4.4","3.0","0.5",".403",".664","2.9",".038","-2.8","-0.8","-0.8",".328"
"Austin Daye","2009 NBA Draft","15","15","DET","Gonzaga","6","293","14.1","5.2","2.6","0.7",".402",".778","4.5",".053","-2.0","0.0","0.0",".351"
"James Johnson","2009 NBA Draft","16","16","CHI","Wake Forest","11","634","20.6","8.0","3.6","2.1",".477",".693","24.6",".090","0.8","9.3","9.3",".310"
"Jrue Holiday","2009 NBA Draft","17","17","PHI","UCLA","11","713","33.2","15.9","3.9","6.4",".453",".777","43.0",".087","1.2","19.1","19.1",".354"
"Ty Lawson","2009 NBA Draft","18","18","MIN","UNC","8","551","29.2","12.7","2.7","6.0",".460",".770","42.1",".126","1.4","13.6","13.6",".359"
"Jeff Teague","2009 NBA Draft","19","19","ATL","Wake Forest","11","771","27.5","12.6","2.5","5.8",".445",".844","50.8",".115","0.7","14.4","14.4",".356"
"Eric Maynor","2009 NBA Draft","20","20","UTA","Virginia Commonwealth","5","267","14.6","4.3","1.3","2.8",".392",".721","3.3",".041","-2.9","-0.8","-0.8",".350"
"Darren Collison","2009 NBA Draft","21","21","NOH","UCLA","10","708","29.4","12.5","2.7","5.0",".471",".853","49.9",".115","0.6","13.5","13.5",".394"
"Victor Claver","2009 NBA Draft","22","22","POR","","3","80","13.4","3.2","2.2","0.7",".398",".585","0.2",".011","-3.6","-0.4","-0.4",".293"
"Omri Casspi","2009 NBA Draft","23","23","SAC","","10","588","20.3","7.9","4.0","1.1",".454",".678","19.6",".078","-0.8","3.5","3.5",".368"
"Byron Mullens","2009 NBA Draft","24","24","DAL","Ohio State","5","189","18.2","7.4","4.2","0.8",".408",".706","0.6",".008","-4.0","-1.8","-1.8",".319"
"Rodrigue Beaubois","2009 NBA Draft","25","25","OKC","","4","182","15.9","7.1","1.9","2.1",".439",".810","4.8",".079","-0.1","1.4","1.4",".325"
"Taj Gibson","2009 NBA Draft","26","26","CHI","USC","11","799","25.1","9.5","6.3","1.0",".515",".709","52.4",".125","-0.8","6.4","6.4",".220"
"DeMarre Carroll","2009 NBA Draft","27","27","MEM","Missouri","11","578","23.7","8.9","4.2","1.3",".430",".741","29.5",".104","0.0","6.7","6.7",".358"
"Wayne Ellington","2009 NBA Draft","28","28","MIN","UNC","11","681","21.0","8.0","2.2","1.1",".408",".846","18.2",".061","-1.6","1.6","1.6",".378"
"Toney Douglas","2009 NBA Draft","29","29","LAL","Florida State","8","394","19.1","7.6","2.2","2.3",".404",".824","12.1",".077","-0.8","2.2","2.2",".354"
"Christian Eyenga","2009 NBA Draft","30","30","CLE","","2","51","20.6","6.3","2.7","0.8",".411",".611","-0.4","-.020","-4.2","-0.6","-0.6",".277"
"Jeff Ayres","2009 NBA Draft","31","31","SAC","Arizona State","6","237","9.8","2.9","2.7","0.4",".553",".776","6.3",".131","-2.3","-0.2","-0.2",".400"
"Jermaine Taylor","2009 NBA Draft","32","32","WAS","Central Florida","2","65","12.1","5.4","1.7","0.7",".441",".730","0.2",".014","-3.7","-0.3","-0.3",".284"
"Dante Cunningham","2009 NBA Draft","33","33","POR","Villanova","10","715","20.8","5.8","3.7","0.7",".469",".649","24.9",".080","-1.7","1.1","1.1",".345"
"Sergio Llull","2009 NBA Draft","34","34","DEN","","","","","","","","","","","","","","",""
"DaJuan Summers","2009 NBA Draft","35","35","DET","Georgetown","4","83","9.9","3.3","1.0","0.3",".384",".642","-0.1","-.008","-5.8","-0.8","-0.8",".367"
"Sam Young","2009 NBA Draft","36","36","MEM","Pitt","4","249","15.9","5.8","2.3","0.7",".442",".742","5.2",".063","-2.1","-0.1","-0.1",".280"
"DeJuan Blair","2009 NBA Draft","37","37","SAS","Pitt","7","424","16.6","6.8","5.1","0.8",".524",".608","19.0",".129","-1.2","1.4","1.4",".000"
"Jon Brockman","2009 NBA Draft","38","38","POR","Washington","3","150","10.5","2.1","3.1","0.3",".488",".618","3.7",".113","-3.9","-0.8","-0.8",".000"
"Jonas Jerebko","2009 NBA Draft","39","39","DET","","9","635","17.8","6.2","4.0","0.8",".457",".770","25.8",".109","-1.0","2.9","2.9",".363"
"Derrick Brown","2009 NBA Draft","40","40","CHA","Xavier","3","171","14.9","5.2","2.4","0.7",".515",".637","4.5",".085","-1.3","0.4","0.4",".317"
"Jodie Meeks","2009 NBA Draft","41","41","MIL","Kentucky","10","539","22.5","9.3","2.1","1.1",".420",".879","24.3",".096","-0.6","4.2","4.2",".373"
"Patrick Beverley","2009 NBA Draft","42","42","LAL","Arkansas","8","431","28.1","8.9","4.4","3.5",".414",".761","28.3",".112","1.0","9.1","9.1",".381"
"Marcus Thornton","2009 NBA Draft","43","43","MIA","LSU","8","483","23.4","11.9","2.8","1.4",".425",".830","20.0",".085","0.2","6.2","6.2",".358"
"Chase Budinger","2009 NBA Draft","44","44","DET","Arizona","7","407","19.7","7.9","3.0","1.2",".430",".797","13.9",".083","-0.5","2.9","2.9",".352"
"Nick Calathes","2009 NBA Draft","45","45","MIN","Florida","2","129","15.6","4.6","1.9","2.7",".441",".581","2.6",".063","-0.5","0.8","0.8",".288"
"Danny Green","2009 NBA Draft","46","46","CLE","UNC","11","688","25.4","8.9","3.5","1.6",".424",".807","42.6",".117","2.1","17.9","17.9",".400"
"Henk Norel","2009 NBA Draft","47","47","MIN","","","","","","","","","","","","","","",""
"Taylor Griffin","2009 NBA Draft","48","48","PHO","Oklahoma","1","8","4.0","1.3","0.3","0.1",".400",".500","0.0","-.039","-8.1","-0.1","-0.1",".000"
"Sergiy Gladyr","2009 NBA Draft","49","49","ATL","","","","","","","","","","","","","","",""
"Goran Suton","2009 NBA Draft","50","50","UTA","Michigan State","","","","","","","","","","","","","",""
"Jack McClinton","2009 NBA Draft","51","51","SAS","Miami (FL)","","","","","","","","","","","","","",""
"A.J. Price","2009 NBA Draft","52","52","IND","UConn","6","261","15.1","5.8","1.4","2.2",".380",".742","4.7",".058","-1.3","0.7","0.7",".316"
"Nando De Colo","2009 NBA Draft","53","53","SAS","","2","119","11.9","3.8","1.8","1.7",".429",".835","2.4",".081","-0.7","0.5","0.5",".363"
"Robert Vaden","2009 NBA Draft","54","54","CHA","University of Alabama at Birmingham","","","","","","","","","","","","","",""
"Patty Mills","2009 NBA Draft","55","55","POR","Saint Mary's","11","671","19.3","8.7","1.7","2.3",".431",".852","30.3",".112","0.6","8.5","8.5",".389"
"Ahmad Nivins","2009 NBA Draft","56","56","DAL","Saint Joseph's","","","","","","","","","","","","","",""
"Emir Preldžić","2009 NBA Draft","57","57","PHO","","","","","","","","","","","","","","",""
"Lester Hudson","2009 NBA Draft","58","58","BOS","University of Tennessee at Martin","4","57","10.4","4.7","1.4","1.2",".375",".806","0.2",".016","-2.1","0.0","0.0",".277"
"Chinemelu Elonu","2009 NBA Draft","59","59","LAL","Texas A&M","","","","","","","","","","","","","",""
"Robert Dozier","2009 NBA Draft","60","60","MIA","Memphis","","","","","","","","","","","","","",""
"John Wall","2010 NBA Draft","1","1","WAS","Kentucky","9","573","35.9","19.0","4.3","9.2",".433",".781","44.3",".104","2.6","23.6","23.6",".324"
"Evan Turner","2010 NBA Draft","2","2","PHI","Ohio State","10","705","26.9","9.7","4.6","3.5",".434",".782","20.2",".051","-1.9","0.5","0.5",".294"
"Derrick Favors","2010 NBA Draft","3","3","NJN","Georgia Tech","10","683","25.6","11.4","7.4","1.1",".530",".661","53.6",".147","0.9","12.7","12.7",".207"
"Wesley Johnson","2010 NBA Draft","4","4","MIN","Syracuse","9","609","22.1","7.0","3.2","1.1",".404",".741","10.7",".038","-1.6","1.2","1.2",".337"
"DeMarcus Cousins","2010 NBA Draft","5","5","SAC","Kentucky","9","565","32.0","21.2","10.9","3.2",".461",".737","44.1",".117","2.6","21.1","21.1",".332"
"Ekpe Udoh","2010 NBA Draft","6","6","GSW","Baylor","7","384","14.8","3.5","2.9","0.7",".453",".718","10.4",".088","-1.4","0.8","0.8",".000"
"Greg Monroe","2010 NBA Draft","7","7","DET","Georgetown","9","632","27.7","13.2","8.3","2.1",".514",".704","49.7",".136","1.4","15.2","15.2",".059"
"Al-Farouq Aminu","2010 NBA Draft","8","8","LAC","Wake Forest","10","688","25.1","7.6","6.1","1.2",".421",".745","27.5",".076","-0.5","6.7","6.7",".335"
"Gordon Hayward","2010 NBA Draft","9","9","UTA","Butler","10","641","30.8","15.3","4.4","3.5",".451",".823","53.7",".130","2.2","21.0","21.0",".366"
"Paul George","2010 NBA Draft","10","10","IND","Fresno State","10","652","33.5","20.0","6.4","3.4",".433",".846","70.0",".154","4.1","33.6","33.6",".381"
"Cole Aldrich","2010 NBA Draft","11","11","NOH","Kansas","8","339","10.0","3.1","3.3","0.5",".527",".738","9.6",".135","0.1","1.8","1.8",""
"Xavier Henry","2010 NBA Draft","12","12","MEM","Kansas","5","185","15.7","5.7","1.9","0.6",".406",".635","0.8",".013","-4.4","-1.7","-1.7",".325"
"Ed Davis","2010 NBA Draft","13","13","TOR","UNC","10","668","19.8","6.3","6.6","0.8",".568",".583","41.9",".152","-0.1","6.2","6.2",".000"
"Patrick Patterson","2010 NBA Draft","14","14","HOU","Kentucky","10","681","21.1","6.7","4.0","1.0",".448",".755","30.6",".103","0.0","7.2","7.2",".369"
"Larry Sanders","2010 NBA Draft","15","15","MIL","Virginia Commonwealth","6","238","19.5","6.4","5.7","0.7",".480",".553","10.3",".107","-1.1","1.1","1.1",".000"
"Luke Babbitt","2010 NBA Draft","16","16","MIN","Nevada","8","381","14.0","4.8","2.2","0.6",".408",".747","7.2",".065","-2.1","-0.1","-0.1",".402"
"Kevin S�raphin","2010 NBA Draft","17","17","CHI","","7","423","15.2","5.9","3.5","0.6",".489",".715","5.9",".044","-4.3","-3.6","-3.6",".000"
"Eric Bledsoe","2010 NBA Draft","18","18","OKC","Kentucky","10","631","27.8","14.2","4.0","4.8",".457",".793","42.4",".116","2.2","18.4","18.4",".336"
"Avery Bradley","2010 NBA Draft","19","19","BOS","Texas","10","571","28.3","11.8","2.9","1.8",".436",".780","16.1",".048","-2.2","-0.7","-0.7",".364"
"James Anderson","2010 NBA Draft","20","20","SAS","Oklahoma State","5","247","17.5","5.8","2.3","1.2",".411",".755","3.3",".037","-2.7","-0.8","-0.8",".321"
"Craig Brackins","2010 NBA Draft","21","21","OKC","Iowa State","2","17","7.1","1.8","1.1","0.5",".265",".500","-0.2","-.089","-9.9","-0.2","-0.2",".214"
"Elliot Williams","2010 NBA Draft","22","22","POR","Memphis","4","109","13.5","4.9","1.5","0.9",".421",".669","0.7",".024","-4.9","-1.1","-1.1",".310"
"Trevor Booker","2010 NBA Draft","23","23","MIN","Clemson","8","532","20.4","6.9","5.5","1.1",".515",".636","26.2",".116","-0.5","4.2","4.2",".305"
"Damion James","2010 NBA Draft","24","24","ATL","Texas","4","39","16.0","3.8","3.4","0.7",".415",".667","0.0","-.001","-3.7","-0.3","-0.3",".000"
"Dominique Jones","2010 NBA Draft","25","25","MEM","South Florida","3","80","9.3","3.1","1.4","1.8",".366",".729","0.3",".017","-2.4","-0.1","-0.1",".095"
"Quincy Pondexter","2010 NBA Draft","26","26","OKC","Washington","7","355","15.6","4.5","1.8","0.7",".423",".746","9.7",".084","-1.8","0.3","0.3",".356"
"Jordan Crawford","2010 NBA Draft","27","27","NJN","Xavier","6","281","24.4","12.2","2.5","3.1",".411",".826","6.3",".044","-1.3","1.3","1.3",".317"
"Greivis V�squez","2010 NBA Draft","28","28","MEM","Maryland","7","401","23.7","9.0","2.5","4.8",".418",".817","12.6",".064","-1.2","1.9","1.9",".349"
"Daniel Orton","2010 NBA Draft","29","29","ORL","Kentucky","3","51","10.6","2.8","2.5","0.5",".485",".597","1.0",".093","-3.5","-0.2","-0.2",".000"
"Lazar Hayward","2010 NBA Draft","30","30","WAS","Marquette","3","72","8.2","2.9","1.3","0.5",".347",".767","0.2",".020","-4.2","-0.3","-0.3",".269"
"Tibor Plei�","2010 NBA Draft","31","31","NJN","","1","12","6.8","2.0","1.3","0.2",".440","1.000","-0.1","-.041","-11.6","-0.2","-0.2",".000"
"Dexter Pittman","2010 NBA Draft","32","32","MIA","Texas","4","50","6.9","2.3","1.8","0.2",".450",".545","0.5",".068","-7.7","-0.5","-0.5",""
"Hassan Whiteside","2010 NBA Draft","33","33","SAC","Marshall","8","410","26.7","13.7","11.7","0.7",".582",".608","45.3",".199","2.8","13.3","13.3",".320"
"Armon Johnson","2010 NBA Draft","34","34","POR","Nevada","2","47","8.5","3.3","1.0","1.2",".458",".679","-0.1","-.015","-4.1","-0.2","-0.2",".400"
"Nemanja Bjelica","2010 NBA Draft","35","35","WAS","","5","341","21.8","8.0","4.8","1.8",".466",".772","16.0",".104","0.4","4.4","4.4",".393"
"Terrico White","2010 NBA Draft","36","36","DET","Ole Miss","","","","","","","","","","","","","",""
"Darington Hobson","2010 NBA Draft","37","37","MIL","New Mexico","1","5","7.8","0.8","0.6","1.2",".154","","-0.2","-.225","-13.0","-0.1","-0.1",".000"
"Andy Rautins","2010 NBA Draft","38","38","NYK","Syracuse","1","5","4.8","1.6","0.2","0.6",".429",".500","-0.2","-.314","-13.2","-0.1","-0.1",".250"
"Landry Fields","2010 NBA Draft","39","39","NYK","Stanford","5","255","23.6","6.8","4.3","1.6",".473",".666","10.5",".084","-0.3","2.6","2.6",".332"
"Lance Stephenson","2010 NBA Draft","40","40","IND","Cincinnati","9","508","23.4","8.6","4.2","2.9",".444",".685","16.7",".068","-1.2","2.5","2.5",".315"
"Jarvis Varnado","2010 NBA Draft","41","41","MIA","Mississippi State","2","37","10.7","2.9","1.9","0.4",".582",".518","0.7",".089","-3.3","-0.1","-0.1",""
"Da'Sean Butler","2010 NBA Draft","42","42","MIA","West Virginia","","","","","","","","","","","","","",""
"Devin Ebanks","2010 NBA Draft","43","43","LAL","West Virginia","3","63","11.3","3.6","1.9","0.4",".385",".722","0.5",".035","-4.8","-0.5","-0.5",".222"
"Jerome Jordan","2010 NBA Draft","44","44","MIL","Tulsa","2","65","7.6","2.8","2.0","0.3",".528",".852","1.7",".168","-1.0","0.1","0.1",""
"Paulo Prestes","2010 NBA Draft","45","45","MIN","","","","","","","","","","","","","","",""
"Gani Lawal","2010 NBA Draft","46","46","PHO","Georgia Tech","1","1","2.0","0.0","0.0","0.0","","","0.0","-.009","-15.0","0.0","0.0",""
"Tiny Gallon","2010 NBA Draft","47","47","MIL","Oklahoma","","","","","","","","","","","","","",""
"Latavious Williams","2010 NBA Draft","48","48","MIA","","","","","","","","","","","","","","",""
"Ryan Richards","2010 NBA Draft","49","49","SAS","","","","","","","","","","","","","","",""
"Solomon Alabi","2010 NBA Draft","50","50","DAL","Florida State","2","26","7.0","1.5","2.3","0.2",".314",".700","0.0",".010","-4.4","-0.1","-0.1",""
"Magnum Rolle","2010 NBA Draft","51","51","OKC","Louisiana Tech","","","","","","","","","","","","","",""
"Luke Harangody","2010 NBA Draft","52","52","BOS","Notre Dame","2","70","12.4","3.6","2.8","0.5",".376",".737","0.9",".048","-3.5","-0.3","-0.3",".241"
"Pape Sy","2010 NBA Draft","53","53","ATL","","1","3","7.0","2.3","1.0","0.7",".333","1.000","0.0","-.047","-6.0","0.0","0.0",".000"
"Willie Warren","2010 NBA Draft","54","54","LAC","Oklahoma","1","19","7.1","1.9","0.6","1.4",".371",".750","0.2",".065","-2.7","0.0","0.0",".333"
"Jeremy Evans","2010 NBA Draft","55","55","UTA","Western Kentucky","7","250","10.5","3.5","2.6","0.4",".569",".687","8.2",".150","0.9","1.9","1.9",".231"
"Hamady N'Diaye","2010 NBA Draft","56","56","MIN","Rutgers University","3","33","4.8","0.6","0.8","0.1",".467",".462","0.0",".013","-7.3","-0.2","-0.2",""
"Ryan Reid","2010 NBA Draft","57","57","IND","Florida State","1","5","3.4","1.6","0.4","0.0",".800","","0.1",".142","-2.0","0.0","0.0",""
"Derrick Caracter","2010 NBA Draft","58","58","LAL","Texas-El Paso","1","41","5.2","2.0","1.0","0.2",".485",".739","0.3",".057","-7.1","-0.3","-0.3",""
"Stanley Robinson","2010 NBA Draft","59","59","ORL","UConn","","","","","","","","","","","","","",""
"Dwayne Collins","2010 NBA Draft","60","60","PHO","Miami (FL)","","","","","","","","","","","","","",""
"Kyrie Irving","2011 NBA Draft","1","1","CLE","Duke","9","528","33.8","22.4","3.7","5.7",".466",".877","61.3",".165","4.5","29.2","29.2",".390"
"Derrick Williams","2011 NBA Draft","2","2","MIN","Arizona","7","428","20.7","8.9","4.0","0.7",".434",".710","14.1",".076","-1.6","0.8","0.8",".300"
"Enes Kanter","2011 NBA Draft","3","3","UTA","","9","641","21.7","11.6","7.6","0.9",".543",".776","44.0",".151","-0.2","6.4","6.4",".287"
"Tristan Thompson","2011 NBA Draft","4","4","CLE","Texas","9","619","28.1","9.4","8.7","1.0",".518",".610","43.1",".119","-1.6","1.8","1.8",".281"
